active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;M),atm_elm(I;M),atm_elm(H;M),atm_elm(G;N),atm_elm(F;N),atm_elm(E;N),atm_elm(D;N),atm_elm(C;N),atm_elm(B;N),atm_int(K;O),atm_int(J;P),atm_int(I;P),atm_int(H;P),atm_int(G;Q),atm_int(F;Q),atm_int(E;Q),atm_int(D;Q),atm_int(C;Q),atm_int(B;Q),atm_chr(K;R),atm_chr(J;S),atm_chr(I;S),atm_chr(H;S),atm_chr(G;T),atm_chr(F;U),atm_chr(E;T),atm_chr(D;T),atm_chr(C;T),atm_chr(B;T),atm_bond(G;J;V),atm_bond(G;B;W),atm_bond(F;K;V),atm_bond(F;G;W),atm_bond(E;F;W),atm_bond(D;I;V),atm_bond(D;E;W),atm_bond(C;D;W),atm_bond(B;H;V),atm_bond(B;C;W)
active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;M),atm_elm(I;M),atm_elm(H;M),atm_elm(G;L),atm_elm(F;L),atm_elm(E;L),atm_elm(D;L),atm_elm(C;L),atm_elm(B;L),atm_int(K;N),atm_int(J;O),atm_int(I;O),atm_int(H;O),atm_int(G;P),atm_int(F;P),atm_int(E;N),atm_int(D;P),atm_int(C;P),atm_int(B;P),atm_chr(K;Q),atm_chr(J;R),atm_chr(I;R),atm_chr(H;R),atm_chr(G;S),atm_chr(F;S),atm_chr(E;Q),atm_chr(D;S),atm_chr(C;S),atm_chr(B;S),atm_bond(G;J;T),atm_bond(G;B;U),atm_bond(F;G;U),atm_bond(E;K;T),atm_bond(E;F;U),atm_bond(D;E;U),atm_bond(C;I;T),atm_bond(C;D;U),atm_bond(B;H;T),atm_bond(B;C;U)
active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;L),atm_elm(I;L),atm_elm(H;L),atm_elm(G;M),atm_elm(F;M),atm_elm(E;M),atm_elm(D;M),atm_elm(C;M),atm_elm(B;M),atm_int(K;N),atm_int(J;N),atm_int(I;N),atm_int(H;N),atm_int(G;O),atm_int(F;O),atm_int(E;P),atm_int(D;P),atm_int(C;O),atm_int(B;O),atm_chr(K;Q),atm_chr(J;R),atm_chr(I;Q),atm_chr(H;Q),atm_chr(G;S),atm_chr(F;S),atm_chr(E;T),atm_chr(D;T),atm_chr(C;S),atm_chr(B;S),atm_bond(G;K;U),atm_bond(G;B;V),atm_bond(F;J;U),atm_bond(F;G;V),atm_bond(E;F;V),atm_bond(D;E;V),atm_bond(C;I;U),atm_bond(C;D;V),atm_bond(B;H;U),atm_bond(B;C;V)
active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;L),atm_elm(I;L),atm_elm(H;L),atm_elm(G;M),atm_elm(F;M),atm_elm(E;M),atm_elm(D;M),atm_elm(C;M),atm_elm(B;M),atm_int(K;N),atm_int(J;N),atm_int(I;N),atm_int(H;N),atm_int(G;O),atm_int(F;O),atm_int(E;O),atm_int(D;O),atm_int(C;O),atm_int(B;O),atm_chr(K;P),atm_chr(J;P),atm_chr(I;P),atm_chr(H;P),atm_chr(G;Q),atm_chr(F;R),atm_chr(E;Q),atm_chr(D;Q),atm_chr(C;Q),atm_chr(B;Q),atm_bond(G;K;S),atm_bond(G;B;T),atm_bond(F;G;T),atm_bond(E;F;T),atm_bond(D;J;S),atm_bond(D;E;T),atm_bond(C;I;S),atm_bond(C;D;T),atm_bond(B;H;S),atm_bond(B;C;T)
active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;L),atm_elm(I;M),atm_elm(H;M),atm_elm(G;L),atm_elm(F;L),atm_elm(E;L),atm_elm(D;L),atm_elm(C;L),atm_elm(B;L),atm_int(K;N),atm_int(J;O),atm_int(I;P),atm_int(H;P),atm_int(G;Q),atm_int(F;Q),atm_int(E;R),atm_int(D;R),atm_int(C;Q),atm_int(B;Q),atm_chr(K;S),atm_chr(J;T),atm_chr(I;U),atm_chr(H;V),atm_chr(G;T),atm_chr(F;T),atm_chr(E;W),atm_chr(D;X),atm_chr(C;T),atm_chr(B;T),atm_bond(J;I;Y),atm_bond(I;K;Z),atm_bond(H;I;Y),atm_bond(G;B;Y),atm_bond(F;G;Y),atm_bond(E;J;Y),atm_bond(E;F;Y),atm_bond(D;H;Y),atm_bond(D;E;Y),atm_bond(C;D;Y),atm_bond(B;C;Y)
active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;M),atm_elm(I;N),atm_elm(H;N),atm_elm(G;L),atm_elm(F;L),atm_elm(E;L),atm_elm(D;L),atm_elm(C;L),atm_elm(B;L),atm_int(K;O),atm_int(J;P),atm_int(I;Q),atm_int(H;Q),atm_int(G;O),atm_int(F;O),atm_int(E;O),atm_int(D;O),atm_int(C;O),atm_int(B;O),atm_chr(K;R),atm_chr(J;S),atm_chr(I;T),atm_chr(H;T),atm_chr(G;U),atm_chr(F;U),atm_chr(E;R),atm_chr(D;R),atm_chr(C;U),atm_chr(B;U),atm_bond(J;K;V),atm_bond(G;B;W),atm_bond(F;I;V),atm_bond(F;G;W),atm_bond(E;F;W),atm_bond(D;J;V),atm_bond(D;E;W),atm_bond(C;H;V),atm_bond(C;D;W),atm_bond(B;C;W)
active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;L),atm_elm(I;L),atm_elm(H;L),atm_elm(G;M),atm_elm(F;M),atm_elm(E;M),atm_elm(D;M),atm_elm(C;M),atm_elm(B;M),atm_int(K;N),atm_int(J;N),atm_int(I;N),atm_int(H;N),atm_int(G;O),atm_int(F;O),atm_int(E;P),atm_int(D;O),atm_int(C;O),atm_int(B;O),atm_chr(K;Q),atm_chr(J;Q),atm_chr(I;Q),atm_chr(H;Q),atm_chr(G;R),atm_chr(F;R),atm_chr(E;S),atm_chr(D;R),atm_chr(C;R),atm_chr(B;R),atm_bond(G;B;T),atm_bond(F;K;U),atm_bond(F;G;T),atm_bond(E;F;T),atm_bond(D;J;U),atm_bond(D;E;T),atm_bond(C;I;U),atm_bond(C;D;T),atm_bond(B;H;U),atm_bond(B;C;T)
active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;M),atm_elm(I;M),atm_elm(H;M),atm_elm(G;N),atm_elm(F;N),atm_elm(E;N),atm_elm(D;N),atm_elm(C;N),atm_elm(B;N),atm_int(K;O),atm_int(J;P),atm_int(I;P),atm_int(H;P),atm_int(G;Q),atm_int(F;Q),atm_int(E;Q),atm_int(D;Q),atm_int(C;Q),atm_int(B;Q),atm_chr(K;R),atm_chr(J;S),atm_chr(I;S),atm_chr(H;S),atm_chr(G;T),atm_chr(F;T),atm_chr(E;U),atm_chr(D;V),atm_chr(C;T),atm_chr(B;T),atm_bond(G;J;W),atm_bond(G;B;X),atm_bond(F;I;W),atm_bond(F;G;X),atm_bond(E;F;X),atm_bond(D;K;W),atm_bond(D;E;X),atm_bond(C;H;W),atm_bond(C;D;X),atm_bond(B;C;X)
active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;L),atm_elm(I;L),atm_elm(H;L),atm_elm(G;M),atm_elm(F;M),atm_elm(E;M),atm_elm(D;M),atm_elm(C;M),atm_elm(B;M),atm_int(K;N),atm_int(J;N),atm_int(I;N),atm_int(H;N),atm_int(G;O),atm_int(F;O),atm_int(E;P),atm_int(D;O),atm_int(C;O),atm_int(B;O),atm_chr(K;Q),atm_chr(J;Q),atm_chr(I;Q),atm_chr(H;Q),atm_chr(G;R),atm_chr(F;R),atm_chr(E;S),atm_chr(D;R),atm_chr(C;R),atm_chr(B;R),atm_bond(G;B;T),atm_bond(F;K;U),atm_bond(F;G;T),atm_bond(E;F;T),atm_bond(D;J;U),atm_bond(D;E;T),atm_bond(C;I;U),atm_bond(C;D;T),atm_bond(B;H;U),atm_bond(B;C;T)
active(A):-atm(A;B),atm(A;C),atm(A;D),atm(A;E),atm(A;F),atm(A;G),atm(A;H),atm(A;I),atm(A;J),atm(A;K),atm_elm(K;L),atm_elm(J;L),atm_elm(I;L),atm_elm(H;L),atm_elm(G;M),atm_elm(F;M),atm_elm(E;M),atm_elm(D;M),atm_elm(C;M),atm_elm(B;M),atm_int(K;N),atm_int(J;N),atm_int(I;N),atm_int(H;N),atm_int(G;O),atm_int(F;O),atm_int(E;O),atm_int(D;O),atm_int(C;O),atm_int(B;O),atm_chr(K;P),atm_chr(J;P),atm_chr(I;P),atm_chr(H;P),atm_chr(G;Q),atm_chr(F;R),atm_chr(E;S),atm_chr(D;S),atm_chr(C;S),atm_chr(B;S),atm_bond(G;K;T),atm_bond(G;B;U),atm_bond(F;G;U),atm_bond(E;J;T),atm_bond(E;F;U),atm_bond(D;I;T),atm_bond(D;E;U),atm_bond(C;D;U),atm_bond(B;H;T),atm_bond(B;C;U)
